PROGRAMA;CURSO;DISCIPLINA;AACSB;EQUIS;AMBA;ABET
PGLS;LLC EM DIREITO EMPRESARIAL;LLC_202033_011 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO SOCIETÁRIO;LLMDS_202032_011 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO SOCIETÁRIO;LLMDS_202631_005 - SOCIEDADES ANÔNIMAS: ESTRUTURA E DINÂMICA;NÃO;NÃO;NÃO;NÃO
PGLS;LLC EM DIREITO EMPRESARIAL;LLC_202033_011 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLC EM DIREITO EMPRESARIAL;LLC_202033_011 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO SOCIETÁRIO;LLMDS_202032_011 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO SOCIETÁRIO;LLMDS_202032_011 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLC EM DIREITO EMPRESARIAL;LLC_202033_011 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO SOCIETÁRIO;LLMDS_202032_011 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO SOCIETÁRIO;LLMDS_202631_005 - SOCIEDADES ANÔNIMAS: ESTRUTURA E DINÂMICA;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_201362_0011 - CÁLCULO I                                                             ;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_202061_0005 - TÓPICOS ESSENCIAIS DE MATEMÁTICA;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_202061_0005 - TÓPICOS ESSENCIAIS DE MATEMÁTICA;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_202061_0005 - TÓPICOS ESSENCIAIS DE MATEMÁTICA;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_202061_0005 - TÓPICOS ESSENCIAIS DE MATEMÁTICA;SIM;SIM;NÃO;NÃO
PGLS;LLM - DIREITO DO TRABALHO;LLMDTR_202133_005 - REMUNERAÇÃO VARIÁVEL - ASPECTOS PREVIDENCIÁRIOS;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DO TRABALHO;LLMDTR_202133_007 - RECOLHIMENTO PREVIDENCIÁRIO SOBRE A FOLHA DE PAGAMENTO;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_200161_0018 - CONTABILIDADE FINANCEIRA                                              ;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADM_200161_0018 - CONTABILIDADE FINANCEIRA                                              ;SIM;SIM;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN FINANCE;APF_201831_002 - DEMONSTRAÇÕES FINANCEIRAS E INDICADORES;NÃO;NÃO;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN FINANCE;APF_201831_002 - DEMONSTRAÇÕES FINANCEIRAS E INDICADORES;NÃO;NÃO;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN FINANCE;APF_201831_002 - DEMONSTRAÇÕES FINANCEIRAS E INDICADORES;NÃO;NÃO;NÃO;NÃO
PGSS;MESTRADO PROFISSIONAL EM POLÍTICAS PÚBLICAS;MPP_2024_004 - ANÁLISE DE DADOS PARA CIÊNCIAS SOCIAIS;SIM;SIM;NÃO;NÃO
PGSS;DOUTORADO EM ECONOMIA DOS NEGÓCIOS;DOTEN_202531_033 - CAUSAL INFERENCE II;SIM;SIM;NÃO;NÃO
PGSS;DOUTORADO EM ECONOMIA DOS NEGÓCIOS;DAEN_202531_013 - CAUSAL INFERENCE I;SIM;SIM;NÃO;NÃO
GRADUACAO;DIREITO;GRDIR_202562_0010 - DIREITO E PROCESSO PENAL;NÃO;NÃO;NÃO;NÃO
GRADUACAO;DIREITO;GRDIR_202562_0010 - DIREITO E PROCESSO PENAL;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO SOCIETÁRIO;LLMDS_202032_007 - OPERAÇÕES SOCIETÁRIAS I - FUSÕES, AQUISIÇÕES, ETC;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM DATA SCIENCE E DECISÃO ;PADS_202231_002 - COMPUTAÇÃO PARA A CIÊNCIA DE DADOS;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM DATA SCIENCE E DECISÃO ;PADS_202231_002 - COMPUTAÇÃO PARA A CIÊNCIA DE DADOS;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM SUSTENTABILIDADE;PAS_202533_007 - DESIGN THINKING E OFICINAS DE PROTOTIPAGEM PARA SUSTENTABILIDADE;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO TRIBUTÁRIO;LLMDT_202032_011 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO EMPRESARIAL;LLMDEMP_202631_006 - TRIBUTAÇÃO DA ATIVIDADE EMPRESARIAL;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO TRIBUTÁRIO;LLMDT_202032_011 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO TRIBUTÁRIO;LLMDT_202032_011 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS CONTRATOS;LLMDC_202631_003 - GARANTIAIS CONTRATUAIS E GESTÃO DE RISCOS;NÃO;NÃO;NÃO;NÃO
PGLS;LLC EM DIREITO EMPRESARIAL;DIREITO_202333_001 - TESES TRIBUTÁRIAS NOS TRIBUNAIS SUPERIORES E NO CARF;NÃO;NÃO;NÃO;NÃO
PGLS;LLC EM DIREITO EMPRESARIAL;DIREITO_202333_001 - TESES TRIBUTÁRIAS NOS TRIBUNAIS SUPERIORES E NO CARF;NÃO;NÃO;NÃO;NÃO
PGLS;LLC EM DIREITO EMPRESARIAL;DIREITO_202333_001 - TESES TRIBUTÁRIAS NOS TRIBUNAIS SUPERIORES E NO CARF;NÃO;NÃO;NÃO;NÃO
PGLS;LLC EM DIREITO EMPRESARIAL;DIREITO_202333_001 - TESES TRIBUTÁRIAS NOS TRIBUNAIS SUPERIORES E NO CARF;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCIECOMP_202261_009 - ÉTICA, COMPUTAÇÃO E SOCIEDADE;NÃO;NÃO;NÃO;NÃO
GRADUACAO;ENGENHARIA MECÂNICA / ENGENHARIA MECATRÔNICA / ENGENHARIA DE COMPUTAÇÃO;GRENG_201561_0012 - GRANDES DESAFIOS DA ENGENHARIA;NÃO;NÃO;NÃO;SIM
GRADUACAO;ENGENHARIA MECÂNICA / ENGENHARIA MECATRÔNICA / ENGENHARIA DE COMPUTAÇÃO;GRENG_201561_0012 - GRANDES DESAFIOS DA ENGENHARIA;NÃO;NÃO;NÃO;SIM
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCIECOMP_202261_009 - ÉTICA, COMPUTAÇÃO E SOCIEDADE;NÃO;NÃO;NÃO;NÃO
GRADUACAO;ENGENHARIA MECÂNICA / ENGENHARIA MECATRÔNICA / ENGENHARIA DE COMPUTAÇÃO;GRENG_201561_0012 - GRANDES DESAFIOS DA ENGENHARIA;NÃO;NÃO;NÃO;SIM
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202431_014 - LIDERANÇA PARA IMPLEMENTAÇÃO;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202431_014 - LIDERANÇA PARA IMPLEMENTAÇÃO;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202431_014 - LIDERANÇA PARA IMPLEMENTAÇÃO;NÃO;NÃO;NÃO;NÃO
GRADUACAO;DIREITO;GRDIRELE_202561_0009 - PLANEJAMENTO TRIBUTÁRIO;NÃO;NÃO;NÃO;NÃO
GRADUACAO;DIREITO;GRDIRELE_202462_0007 - DIREITO AMBIENTAL;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM SUSTENTABILIDADE;PAS_202533_009 - REGULAÇÃO E POLÍTICAS PÚBLICAS AMBIENTAIS;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM SUSTENTABILIDADE;PAS_202533_004 - DESCARBONIZAÇÃO E MERCADOS DE CARBONO;NÃO;NÃO;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADMECO_202362_0001 - MARKETING ANALÍTICO AVANÇADO;SIM;SIM;NÃO;NÃO
PGSS;DOUTORADO PROFISSIONAL EM ADMINISTRAÇÃO;DPA_202433_13 - TÓPICOS AVANÇADOS EM MARKETING;SIM;SIM;NÃO;NÃO
PGSS;DOUTORADO PROFISSIONAL EM ADMINISTRAÇÃO;DPA_202433_19 - SEMINÁRIOS DE PESQUISA II;SIM;SIM;NÃO;NÃO
PGSS;MESTRADO PROFISSIONAL EM ADMINISTRAÇÃO;MPA_202431_012 - SEMINÁRIOS DE PESQUISA II;SIM;SIM;NÃO;NÃO
PGSS;DOUTORADO EM ECONOMIA DOS NEGÓCIOS;DAEN_202531_016 - MARKETING STRATEGY;SIM;SIM;NÃO;NÃO
PGSS;DOUTORADO PROFISSIONAL EM ADMINISTRAÇÃO;DPA_202433_20 - SEMINÁRIOS DE PESQUISA III;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADMECO_201662_0002 - MICROECONOMIA II                                             ;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADMECO_201662_0002 - MICROECONOMIA II                                             ;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADMECO_201662_0002 - MICROECONOMIA II                                             ;SIM;SIM;NÃO;NÃO
GRADUACAO;DIREITO;GRDIR_202161_0003 - MICROECONOMIA;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADMECO_201662_0002 - MICROECONOMIA II                                             ;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADMECO_201662_0002 - MICROECONOMIA II                                             ;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS / ADMINISTRAÇÃO;GRADMECO_201662_0002 - MICROECONOMIA II                                             ;SIM;SIM;NÃO;NÃO
GRADUACAO;DIREITO;GRDIR_202161_0003 - MICROECONOMIA;NÃO;NÃO;NÃO;NÃO
PGSS;MESTRADO PROFISSIONAL EM ECONOMIA;MPEMA_20231_004 - MICROECONOMIA I                                                       ;SIM;SIM;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN ECONOMICS;APE_202433_007 - ECONOMIA DOS NEGÓCIOS;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCIECOMP_202262_007 - LÓGICA E MATEMÁTICA DISCRETA;NÃO;NÃO;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADMECO_202561_0019 - GESTÃO E EXECUÇÃO ESTRATÉGICA;SIM;SIM;NÃO;NÃO
PGLS;LLC EM DIREITO EMPRESARIAL;DIREITO_202133_002 - ESTRATÉGIAS INOVADORAS DE NEGÓCIOS PARA A ADVOCACIA;NÃO;NÃO;NÃO;NÃO
PGLS;LLC EM DIREITO EMPRESARIAL;DIREITO_202133_002 - ESTRATÉGIAS INOVADORAS DE NEGÓCIOS PARA A ADVOCACIA;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO SOCIETÁRIO;DIREITO_202133_002 - ESTRATÉGIAS INOVADORAS DE NEGÓCIOS PARA A ADVOCACIA;NÃO;NÃO;NÃO;NÃO
PGLS;LLC EM DIREITO EMPRESARIAL;DIREITO_202133_002 - ESTRATÉGIAS INOVADORAS DE NEGÓCIOS PARA A ADVOCACIA;NÃO;NÃO;NÃO;NÃO
PGLS;LLC EM DIREITO EMPRESARIAL;DIREITO_202133_002 - ESTRATÉGIAS INOVADORAS DE NEGÓCIOS PARA A ADVOCACIA;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO SOCIETÁRIO;DIREITO_202133_002 - ESTRATÉGIAS INOVADORAS DE NEGÓCIOS PARA A ADVOCACIA;NÃO;NÃO;NÃO;NÃO
PGLS;MASTER IN BUSINESS MANAGEMENT - ESPECIALIZAÇÃO EM LEADERSHIP IN TEAMS;MBMTM_202434_002 - LEADING AGILE TEAMS II;SIM;SIM;NÃO;NÃO
PGLS;MASTER IN BUSINESS MANAGEMENT - ESPECIALIZAÇÃO EM LEADERSHIP IN TEAMS;MBMTM_202532_001 - LEADING AGILE TEAMS I;SIM;SIM;NÃO;NÃO
PGLS;MASTER IN BUSINESS MANAGEMENT - ESPECIALIZAÇÃO EM PROJECT MANAGEMENT;MBMPM_202331_002 - PROJECT DELIVERY - AGILE: CLASSIC: HIBRID;SIM;SIM;NÃO;NÃO
PGLS;MASTER IN BUSINESS MANAGEMENT - ESPECIALIZAÇÃO EM LEADERSHIP IN TEAMS;MBMTM_202532_002 - LEADING AGILE TEAMS II;SIM;SIM;NÃO;NÃO
PGLS;MASTER IN BUSINESS MANAGEMENT - ESPECIALIZAÇÃO EM PROJECT MANAGEMENT;MBMPM_202532_002 - PROJECT DELIVERY - AGILE: CLASSIC: HYBRID;SIM;SIM;NÃO;NÃO
PGLS;MASTER IN BUSINESS MANAGEMENT - ESPECIALIZAÇÃO EM PROJECT MANAGEMENT;MBMPM_202533_001 - STRATEGIC SKILLS AND CAREER PATHS IN PROJECT MANAGEMENT;SIM;SIM;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202431_009 - GESTÃO DE PROGRAMAS E PROJETOS PÚBLICOS;NÃO;NÃO;NÃO;NÃO
PGLS;MASTER IN BUSINESS MANAGEMENT - ESPECIALIZAÇÃO EM PROJECT MANAGEMENT;MBMPM_202532_002 - PROJECT DELIVERY - AGILE: CLASSIC: HYBRID;SIM;SIM;NÃO;NÃO
PGLS;MASTER IN BUSINESS MANAGEMENT - ESPECIALIZAÇÃO EM PROJECT MANAGEMENT;MBMPM_202533_001 - STRATEGIC SKILLS AND CAREER PATHS IN PROJECT MANAGEMENT;SIM;SIM;NÃO;NÃO
PGLS;MASTER IN BUSINESS MANAGEMENT - ESPECIALIZAÇÃO EM PROJECT MANAGEMENT;MBMPM_202532_002 - PROJECT DELIVERY - AGILE: CLASSIC: HYBRID;SIM;SIM;NÃO;NÃO
PGLS;MASTER IN BUSINESS MANAGEMENT - ESPECIALIZAÇÃO EM PROJECT MANAGEMENT;MBMPM_202533_001 - STRATEGIC SKILLS AND CAREER PATHS IN PROJECT MANAGEMENT;SIM;SIM;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM GESTÃO PÚBLICA;PAGP_202431_009 - GESTÃO DE PROGRAMAS E PROJETOS PÚBLICOS;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCIECOMP_202261_001 - VIDA DE DESENVOLVEDOR DE SOFTWARE - DEVELOPER LIFE;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRDIRELE_202561_0007 - LLM: PROMPTS AND APPLICATIONS;NÃO;NÃO;NÃO;NÃO
GRADUACAO;ENGENHARIA DE COMPUTAÇÃO;GRENGCIE_202461_0001 - PROJETO FINAL - CAPSTONE;NÃO;NÃO;NÃO;SIM
GRADUACAO;ENGENHARIA DE COMPUTAÇÃO;GRENGCOM_201561_0021 - ROBÓTICA COMPUTACIONAL                            ;NÃO;NÃO;NÃO;SIM
GRADUACAO;ENGENHARIA DE COMPUTAÇÃO;GRENGCOM_201561_0021 - ROBÓTICA COMPUTACIONAL                            ;NÃO;NÃO;NÃO;SIM
GRADUACAO;DIREITO;GRDIR_202262_0011 - PROCESSOS DE DECISÃO CONSTITUCIONAL;NÃO;NÃO;NÃO;NÃO
GRADUACAO;DIREITO;GRDIR_202161_0005 - DEMOCRACIA E CONSTITUIÇÃO;NÃO;NÃO;NÃO;NÃO
PGSS;MESTRADO PROFISSIONAL EM POLÍTICAS PÚBLICAS;MPP_201931_025 - INSTITUIÇÕES JUDICIAIS;SIM;SIM;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM DATA SCIENCE E DECISÃO ;PADS_202231_006 - DATA SCIENCE DEPLOY;NÃO;NÃO;NÃO;NÃO
PGLS;PROGRAMA AVANÇADO EM DATA SCIENCE E DECISÃO ;PADS_202231_006 - DATA SCIENCE DEPLOY;NÃO;NÃO;NÃO;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202531_001 - AMBIENTE ECONÔMICO E ECONOMIA DE EMPRESAS                        ;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202531_001 - AMBIENTE ECONÔMICO E ECONOMIA DE EMPRESAS                        ;SIM;SIM;SIM;NÃO
PGLS;PÓS-GRADUAÇÃO EM FINANÇAS EMPRESARIAIS;PGFE_202333_001 - ECONOMIA;NÃO;NÃO;NÃO;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202031_004 - CONTABILIDADE PARA ANÁLISE DE NEGÓCIOS;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO EM FINANÇAS;MBFIN_201233_102 - CONTROLADORIA E CONTROLE GERENCIAL;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO EM FINANÇAS;MBFIN_201233_102 - CONTROLADORIA E CONTROLE GERENCIAL;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202031_004 - CONTABILIDADE PARA ANÁLISE DE NEGÓCIOS;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBFIN_201233_102 - CONTROLADORIA E CONTROLE GERENCIAL;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202031_004 - CONTABILIDADE PARA ANÁLISE DE NEGÓCIOS;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBFIN_201233_102 - CONTROLADORIA E CONTROLE GERENCIAL;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO EM FINANÇAS;MBFIN_201233_102 - CONTROLADORIA E CONTROLE GERENCIAL;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202031_004 - CONTABILIDADE PARA ANÁLISE DE NEGÓCIOS;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO EM FINANÇAS;MBFIN_201233_102 - CONTROLADORIA E CONTROLE GERENCIAL;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202531_004 - ACELERAÇÃO DIGITAL E ESTRATÉGIAS DE NEGÓCIOS;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202531_004 - ACELERAÇÃO DIGITAL E ESTRATÉGIAS DE NEGÓCIOS;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202531_004 - ACELERAÇÃO DIGITAL E ESTRATÉGIAS DE NEGÓCIOS;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202531_004 - ACELERAÇÃO DIGITAL E ESTRATÉGIAS DE NEGÓCIOS;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202031_002 - MÉTODOS QUANTITATIVOS PARA TOMADA DE DECISÃO;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202031_002 - MÉTODOS QUANTITATIVOS PARA TOMADA DE DECISÃO;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202031_002 - MÉTODOS QUANTITATIVOS PARA TOMADA DE DECISÃO;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202031_002 - MÉTODOS QUANTITATIVOS PARA TOMADA DE DECISÃO;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202031_002 - MÉTODOS QUANTITATIVOS PARA TOMADA DE DECISÃO;SIM;SIM;SIM;NÃO
PGLS;MBA EXECUTIVO;MBAEX_202031_002 - MÉTODOS QUANTITATIVOS PARA TOMADA DE DECISÃO;SIM;SIM;SIM;NÃO
GRADUACAO;ENGENHARIA DE COMPUTAÇÃO;GRENGCOM_201561_0023 - ELETROMAGNETISMO E ONDULATÓRIA             ;NÃO;NÃO;NÃO;SIM
GRADUACAO;ENGENHARIA DE COMPUTAÇÃO;GRENGCOM_201561_0023 - ELETROMAGNETISMO E ONDULATÓRIA             ;NÃO;NÃO;NÃO;SIM
PGLS;PROGRAMA AVANÇADO EM DATA SCIENCE E DECISÃO ;PADS_202231_004 - MÉTODOS DE DESIGN PARA CIÊNCIA DE DADOS;NÃO;NÃO;NÃO;NÃO
GRADUACAO;ADMINISTRAÇÃO;GRADMECO_202262_0002 - GESTÃO DE ESPORTES;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS;GRECO_200161_0074 - DESENVOLVIMENTO ECONÔMICO;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS;GRECO_200161_0074 - DESENVOLVIMENTO ECONÔMICO;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS;GRECO_200161_0074 - DESENVOLVIMENTO ECONÔMICO;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIAS ECONÔMICAS;GRECO_200161_0074 - DESENVOLVIMENTO ECONÔMICO;SIM;SIM;NÃO;NÃO
PGSS;MESTRADO PROFISSIONAL EM ECONOMIA;MPE_202331_029 - CRESCIMENTO ECONOMICO E DESENVOLVIMENTO FINANCEIRO;SIM;SIM;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN ECONOMICS;APE_202433_004 - CONJUNTURA MACROECONÔMICA;NÃO;NÃO;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN ECONOMICS;APE_202433_004 - CONJUNTURA MACROECONÔMICA;NÃO;NÃO;NÃO;NÃO
PGSS;DOUTORADO EM ECONOMIA DOS NEGÓCIOS;DAEN_202531_001 - MATHEMATICS ;SIM;SIM;NÃO;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCIECOMP_202262_008 - ARQUITETURA DE OBJETOS E TIMES ÁGEIS;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCIECOMP_202262_015 - PROJETO DE SOFTWARE E GESTÃO ÁGIL;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCIECOMP_202262_010 - SESSÃO SPRINT 3;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCIECOMP_202262_016 - SESSÃO SPRINT 4;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCIECOMP_202262_008 - ARQUITETURA DE OBJETOS E TIMES ÁGEIS;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCIECOMP_202262_015 - PROJETO DE SOFTWARE E GESTÃO ÁGIL;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCIECOMP_202262_010 - SESSÃO SPRINT 3;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCIECOMP_202262_016 - SESSÃO SPRINT 4;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCIECOMP_202262_002 - SESSÃO SPRINT 2;NÃO;NÃO;NÃO;NÃO
GRADUACAO;CIÊNCIA DA COMPUTAÇÃO;GRCIECOMP_202262_002 - SESSÃO SPRINT 2;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202131_006 - FUNDOS DE INVESTIMENTO E RECURSOS DE TERCEIROS;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202131_010 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202131_006 - FUNDOS DE INVESTIMENTO E RECURSOS DE TERCEIROS;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202131_010 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202131_006 - FUNDOS DE INVESTIMENTO E RECURSOS DE TERCEIROS;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202631_007 - FINTECHS DE CRÉDITO: INOVAÇÃO E DESAFIOS;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202631_007 - FINTECHS DE CRÉDITO: INOVAÇÃO E DESAFIOS;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202131_010 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202131_006 - FUNDOS DE INVESTIMENTO E RECURSOS DE TERCEIROS;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202131_010 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202131_010 - PESQUISA APLICADA EM DIREITO;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202631_007 - FINTECHS DE CRÉDITO: INOVAÇÃO E DESAFIOS;NÃO;NÃO;NÃO;NÃO
PGLS;LLM - DIREITO DOS MERCADOS FINANCEIRO E DE CAPITAIS;LLMMF_202631_007 - FINTECHS DE CRÉDITO: INOVAÇÃO E DESAFIOS;NÃO;NÃO;NÃO;NÃO
PGLS;ADVANCED PROGRAM IN FINANCE;APF_201831_009 - DERIVATIVOS;NÃO;NÃO;NÃO;NÃO
